time_of_day,district,total_request,dispatched_request,total_GMV,avg_trip_factor,driver_cancel_before_accept,driver_cancel_after_accept,driver_ask_rider_cancel,cancel_rate
Evening Off Peak,Từ Liêm,963,820,17921074,1.241860465,4,127,3,0.1391484943
Evening Off Peak,Thường Tín,1,0,,,0,0,0,0
Evening Off Peak,Hoài Đức,157,46,550998,1.4,2,9,0,0.07006369427
Evening Off Peak,Sóc Sơn,30,11,134866,,0,1,0,0.03333333333
Evening Off Peak,Chương Mỹ,6,1,,,0,1,0,0.1666666667
Evening Off Peak,Đan Phượng,10,2,82471,,0,0,0,0
Evening Off Peak,Tây Hồ,197,166,3868863,1.272222222,5,27,2,0.1725888325
Evening Off Peak,Hai Bà Trưng,486,472,11523737,1.40994152,4,107,0,0.2283950617
Evening Off Peak,Ba Đình,419,398,9502648,1.450561798,7,82,1,0.214797136
Evening Off Peak,Đông Anh,45,11,204639,,0,0,0,0
Evening Off Peak,Thanh Oai,6,1,,,0,0,0,0
Evening Off Peak,Gia Lâm,57,32,458000,1.3,0,1,0,0.01754385965
Evening Off Peak,Cầu Giấy,829,770,19538758,1.396960486,5,105,0,0.1326899879
Evening Off Peak,Đống Đa,845,801,19537700,1.521558442,17,159,3,0.2118343195
Evening Off Peak,Long Biên,149,98,1885098,1.233333333,1,19,1,0.1409395973
Evening Off Peak,Thạch Thất,1,0,,,0,0,0,0
Evening Off Peak,Thanh Xuân,564,524,13281966,1.404405286,10,86,1,0.1719858156
Evening Off Peak,Hà Đông,302,271,5883023,1.296969697,2,51,0,0.1754966887
Evening Off Peak,Hoàn Kiếm,598,578,12471318,1.664102564,7,215,1,0.372909699
Evening Off Peak,Hoàng Mai,487,434,9455328,1.260655738,0,88,0,0.180698152
Evening Peak,Cầu Giấy,1800,1707,38021985,1.354121306,52,207,1,0.1444444444
Evening Peak,Mỹ Đức,1,0,,,0,0,0,0
Evening Peak,Thanh Xuân,1084,982,20989842,1.335741445,4,124,1,0.11900369
Evening Peak,Ba Đình,650,599,14056734,1.331300813,0,82,1,0.1276923077
Evening Peak,Gia Lâm,133,73,1937646,1.15,0,14,0,0.1052631579
Evening Peak,Đông Anh,41,19,358208,,0,2,0,0.0487804878
Evening Peak,Ứng Hoà,1,0,,,0,0,0,0
Evening Peak,Hai Bà Trưng,985,924,21802303,1.350479233,8,136,0,0.1461928934
Evening Peak,Hoài Đức,208,136,3444167,,0,16,1,0.08173076923
Evening Peak,Thanh Oai,27,10,451508,,0,0,0,0
Evening Peak,Sơn Tây,6,0,,,0,0,0,0
Evening Peak,Thường Tín,11,0,,,0,0,0,0
Evening Peak,Sóc Sơn,28,5,,,0,1,0,0.03571428571
Evening Peak,Chương Mỹ,12,1,84319,,0,0,0,0
Evening Peak,Thạch Thất,11,3,16864,,0,1,0,0.09090909091
Evening Peak,Quốc Oai,5,0,,,0,0,0,0
Evening Peak,Mê Linh,3,0,,,0,0,0,0
Evening Peak,Hoàng Mai,1189,1048,24128869,1.31005291,9,152,0,0.1354079058
Evening Peak,Đan Phượng,31,9,385216,,0,0,0,0
Evening Peak,Từ Liêm,2032,1769,42935710,1.307352941,10,210,1,0.1087598425
Evening Peak,Tây Hồ,464,355,7401092,1.265,2,37,0,0.08405172414
Evening Peak,Thanh Trì,311,257,6273740,1.274193548,3,35,0,0.1221864952
Evening Peak,Long Biên,436,265,6469213,1.216071429,1,32,0,0.07568807339
Evening Peak,Hoàn Kiếm,455,422,11610943,1.374458874,0,42,5,0.1032967033
Evening Peak,Hà Đông,631,534,12978960,1.25308642,3,67,0,0.1109350238
Evening Peak,Đống Đa,1414,1311,30179201,1.306003431,3,146,4,0.1082036775
Evening Peak,Đông Anh,52,25,503263,,0,1,0,0.01923076923
Evening Peak,Thanh Oai,30,9,396942,,0,0,0,0
Evening Peak,Hà Đông,870,650,13433720,1.27734375,10,118,0,0.1471264368
Evening Peak,Phúc Thọ,4,1,,,0,0,0,0
Evening Peak,Quốc Oai,5,0,,,0,0,0,0
Evening Peak,Hoàn Kiếm,663,558,13750722,1.581904762,8,98,0,0.1598793363
Evening Peak,Chương Mỹ,13,0,,,0,0,0,0
Evening Peak,Thường Tín,12,3,126434,,0,1,0,0.08333333333
Evening Peak,Ba Đình,904,815,17772840,1.442431762,11,135,3,0.1648230088
Evening Peak,Cầu Giấy,2026,1874,43283893,1.437033084,43,331,0,0.1846001974
Evening Peak,Gia Lâm,130,62,1601585,1.215384615,1,4,0,0.03846153846
Evening Peak,Đan Phượng,30,11,301142,,0,0,0,0
Evening Peak,Thạch Thất,6,1,,,0,1,0,0.1666666667
Evening Peak,Mê Linh,24,0,,,0,0,0,0
Evening Peak,Thanh Trì,350,286,7451425,1.312857143,3,36,0,0.1114285714
Evening Peak,Đống Đa,1885,1713,37092506,1.52073991,26,336,5,0.1946949602
Evening Peak,Sơn Tây,8,0,,,0,0,0,0
Evening Peak,Tây Hồ,435,335,7822967,1.257954545,2,42,0,0.1011494253
Evening Peak,Thanh Xuân,1448,1304,25409802,1.422482014,21,271,1,0.2023480663
Evening Peak,Hoài Đức,203,96,2079335,,1,10,0,0.05418719212
Evening Peak,Phú Xuyên,1,0,,,0,0,0,0
Evening Peak,Sóc Sơn,18,5,337509,,0,0,0,0
Evening Peak,Hoàng Mai,1503,1306,27776703,1.392121212,13,219,0,0.1543579508
Evening Peak,Long Biên,553,301,6667914,1.229032258,0,28,0,0.05063291139
Evening Peak,Từ Liêm,2529,2208,50961397,1.366539197,15,300,3,0.1257413998
Evening Peak,Hai Bà Trưng,1113,1036,23842987,1.452641509,11,163,2,0.158131177
Evening Peak,Gia Lâm,123,36,1443686,1.3375,0,2,0,0.0162601626
Evening Peak,Chương Mỹ,9,2,13116,,0,0,0,0
Evening Peak,Từ Liêm,2368,2001,43950368,1.335068913,26,273,1,0.1266891892
Evening Peak,Hà Đông,772,630,11919398,1.281920904,8,146,1,0.2007772021
Evening Peak,Mê Linh,4,1,103949,,0,0,0,0
Evening Peak,Thạch Thất,2,0,,,0,0,0,0
Evening Peak,Sóc Sơn,7,1,,,0,0,0,0
Evening Peak,Thanh Oai,29,10,280007,,0,4,0,0.1379310345
Evening Peak,Thanh Trì,368,296,6598939,1.308219178,2,49,0,0.1385869565
Evening Peak,Đan Phượng,28,5,14053,,0,0,0,0
Evening Peak,Sơn Tây,4,0,,,0,0,0,0
Evening Peak,Hoài Đức,202,106,2564114,1.4,0,12,0,0.05940594059
Evening Peak,Đống Đa,1638,1475,32237103,1.435247748,25,261,1,0.1752136752
Evening Peak,Hoàn Kiếm,524,480,10308771,1.519907407,3,97,1,0.1927480916
Evening Peak,Thường Tín,13,0,,,0,0,0,0
Evening Peak,Thanh Xuân,1374,1231,24520941,1.369036335,29,234,2,0.19286754
Evening Peak,Phú Xuyên,4,1,,,0,0,0,0
Evening Peak,Quốc Oai,4,0,,,0,0,0,0
Evening Peak,Tây Hồ,484,372,8012204,1.300961538,1,45,1,0.09710743802
Evening Peak,Ba Đình,834,761,17478455,1.437469586,7,125,2,0.1606714628
Evening Peak,Đông Anh,34,19,190656,,1,4,0,0.1470588235
Evening Peak,Hoàng Mai,1303,1108,24561958,1.31880109,11,151,3,0.1266308519
Evening Peak,Hai Bà Trưng,999,929,22285762,1.407233273,19,148,1,0.1681681682
Evening Peak,Ba Vi,2,0,,,0,0,0,0
Evening Peak,Long Biên,437,193,5325714,1.290909091,0,28,1,0.06636155606
Evening Peak,Cầu Giấy,1959,1813,38589730,1.410280374,59,298,1,0.1827462991
Morning Peak,Tây Hồ,163,102,2955738,1.33125,0,2,0,0.01226993865
Morning Peak,Mê Linh,4,2,,,0,1,0,0.25
Morning Peak,Long Biên,163,73,2130523,1.17,0,2,0,0.01226993865
Morning Peak,Quốc Oai,2,0,,,0,0,0,0
Morning Peak,Ba Đình,176,158,4084447,1.37625,0,13,0,0.07386363636
Morning Peak,Thanh Oai,34,16,385337,,0,0,0,0
Morning Peak,Sơn Tây,6,1,188268,,0,0,0,0
Morning Peak,Chương Mỹ,8,1,,,0,1,0,0.125
Morning Peak,Từ Liêm,1016,792,19644701,1.374377224,2,65,0,0.06594488189
Morning Peak,Thanh Trì,132,110,2356051,1.435714286,0,19,0,0.1439393939
Morning Peak,Gia Lâm,41,11,340786,1.2,0,0,0,0
Morning Peak,Đống Đa,355,328,8392820,1.408,1,27,3,0.08732394366
Morning Peak,Thạch Thất,2,0,,,0,0,0,0
Morning Peak,Cầu Giấy,547,505,11871807,1.392093023,1,51,0,0.09506398537
Morning Peak,Hoàn Kiếm,104,98,2500885,1.358823529,1,15,0,0.1538461538
Morning Peak,Ba Vi,1,0,,,0,0,0,0
Morning Peak,Hoàng Mai,594,438,11486153,1.367701863,1,37,0,0.06397306397
Morning Peak,Hai Bà Trưng,288,241,6538416,1.409375,0,21,0,0.07291666667
Morning Peak,Đan Phượng,9,2,35601,,0,0,0,0
Morning Peak,Thanh Xuân,384,314,9312473,1.550738916,7,32,0,0.1015625
Morning Peak,Sóc Sơn,5,0,,,0,0,0,0
Morning Peak,Hoài Đức,73,37,896306,,0,5,0,0.06849315068
Morning Peak,Hà Đông,246,197,5953096,1.433802817,0,30,0,0.1219512195
Morning Peak,Đông Anh,15,11,,,0,1,0,0.06666666667
Morning Peak,Hoàng Mai,792,614,16578184,1.350699301,3,75,1,0.09974747475
Morning Peak,Thanh Xuân,676,602,14680478,1.348780488,3,54,0,0.08431952663
Morning Peak,Thanh Trì,324,225,5348277,1.519178082,2,32,0,0.1049382716
Morning Peak,Đan Phượng,13,6,186817,,0,0,0,0
Morning Peak,Sóc Sơn,9,1,,,0,1,0,0.1111111111
Morning Peak,Hoàn Kiếm,140,135,3623363,1.276923077,0,9,1,0.07142857143
Morning Peak,Thường Tín,10,1,,,0,0,0,0
Morning Peak,Đông Anh,8,6,110306,,0,0,0,0
Morning Peak,Thanh Oai,26,9,436298,,0,0,0,0
Morning Peak,Hà Đông,570,385,10318008,1.536585366,9,44,0,0.09298245614
Morning Peak,Đống Đa,744,693,16921366,1.316835017,0,59,0,0.07930107527
Morning Peak,Từ Liêm,1657,1235,30447476,1.312195122,2,109,0,0.06698853349
Morning Peak,Hoài Đức,138,74,1740125,,3,10,0,0.09420289855
Morning Peak,Hai Bà Trưng,491,449,10922259,1.299502488,0,37,2,0.07942973523
Morning Peak,Thạch Thất,12,0,,,0,0,0,0
Morning Peak,Cầu Giấy,992,930,20484427,1.274590164,3,112,2,0.1179435484
Morning Peak,Ba Đình,288,275,6067252,1.310465116,0,27,0,0.09375
Morning Peak,Chương Mỹ,19,5,68392,,0,0,0,0
Morning Peak,Sơn Tây,1,0,,,0,0,0,0
Morning Peak,Gia Lâm,97,25,587036,1.32,1,2,0,0.03092783505
Morning Peak,Long Biên,231,113,3231720,1.166666667,0,2,0,0.008658008658
Morning Peak,Tây Hồ,240,140,3832353,1.3,0,8,0,0.03333333333
Morning Peak,Mê Linh,6,1,,,0,0,0,0
Morning Peak,Phúc Thọ,9,1,,,0,0,0,0
Morning Peak,Thạch Thất,3,0,,,0,0,0,0
Morning Peak,Thanh Oai,11,5,125641,,0,0,0,0
Morning Peak,Hoài Đức,117,49,947767,,1,12,0,0.1111111111
Morning Peak,Thường Tín,29,4,120857,,0,0,0,0
Morning Peak,Tây Hồ,249,197,4398351,1.274418605,1,23,0,0.09638554217
Morning Peak,Sơn Tây,6,0,,,0,0,0,0
Morning Peak,Ba Đình,452,379,7672055,1.351798561,0,38,0,0.08407079646
Morning Peak,Hà Đông,560,422,10102425,1.44921875,0,55,0,0.09821428571
Morning Peak,Đống Đa,1031,913,18775783,1.349184783,2,103,1,0.1028128031
Morning Peak,Hoàn Kiếm,243,219,5052750,1.391071429,0,27,0,0.1111111111
Morning Peak,Sóc Sơn,3,0,,,0,0,0,0
Morning Peak,Hai Bà Trưng,630,563,13369690,1.36557377,3,30,0,0.05238095238
Morning Peak,Hoàng Mai,962,735,15851433,1.339252336,5,80,0,0.08835758836
Morning Peak,Cầu Giấy,1250,1115,22702728,1.368975904,7,114,2,0.0984
Morning Peak,Chương Mỹ,6,2,42852,,0,0,0,0
Morning Peak,Thanh Trì,282,208,5274410,1.449180328,2,29,0,0.109929078
Morning Peak,Đông Anh,35,16,218248,,0,3,0,0.08571428571
Morning Peak,Thanh Xuân,928,749,14612645,1.448148148,4,66,0,0.07543103448
Morning Peak,Mỹ Đức,1,0,,,0,0,0,0
Morning Peak,Long Biên,206,133,3486443,1.2,0,14,0,0.06796116505
Morning Peak,Từ Liêm,1886,1492,33778228,1.367241379,10,114,0,0.065747614
Morning Peak,Đan Phượng,5,4,51973,,0,0,0,0
Morning Peak,Phúc Thọ,3,0,,,0,0,0,0
Morning Peak,Gia Lâm,143,60,1625258,1.226666667,1,5,0,0.04195804196
Night,Hoài Đức,15,2,30154,,0,0,0,0
Night,Hà Đông,92,76,1684578,1.405555556,1,14,0,0.1630434783
Night,Thanh Oai,3,0,,,0,0,0,0
Night,Ba Đình,139,134,2732676,1.390909091,1,29,1,0.2230215827
Night,Hoàn Kiếm,214,208,3945940,1.5,4,62,0,0.308411215
Night,Gia Lâm,13,5,,,0,1,0,0.07692307692
Night,Long Biên,42,22,278482,,1,5,0,0.1428571429
Night,Hai Bà Trưng,225,214,10016673,1.354545455,0,19,3,0.09777777778
Night,Thanh Trì,29,22,420221,1.4,0,2,0,0.06896551724
Night,Thường Tín,1,0,,,0,0,0,0
Night,Thanh Xuân,132,124,2419794,1.46,1,22,0,0.1742424242
Night,Hoàng Mai,136,114,2290594,1.283333333,0,22,0,0.1617647059
Night,Từ Liêm,331,271,4264255,1.371794872,3,73,0,0.2296072508
Night,Đan Phượng,8,0,,,0,0,0,0
Night,Sóc Sơn,5,1,,,0,0,0,0
Night,Cầu Giấy,219,213,3925063,1.351282051,0,36,1,0.1689497717
Night,Tây Hồ,99,67,1210161,1.253846154,1,14,0,0.1515151515
Night,Đống Đa,167,157,2935883,1.390909091,0,36,0,0.2155688623
Night,Đông Anh,28,3,,,0,0,0,0
Night,Thanh Trì,27,17,325443,1.4,0,3,0,0.1111111111
Night,Long Biên,12,7,122164,,0,0,0,0
Night,Đống Đa,136,132,2057261,1.3125,1,33,0,0.25
Night,Hà Đông,36,27,462376,1.316666667,0,4,0,0.1111111111
Night,Gia Lâm,4,0,,,0,0,0,0
Night,Ba Đình,87,82,1503253,1.361904762,1,19,0,0.2298850575
Night,Từ Liêm,146,127,2215873,1.315789474,0,23,0,0.1575342466
Night,Đông Anh,11,0,,,0,0,0,0
Night,Sóc Sơn,12,0,,,0,0,0,0
Night,Hoàn Kiếm,165,157,2415803,1.421621622,0,40,0,0.2424242424
Night,Hoàng Mai,57,46,427118,1.3,0,6,0,0.1052631579
Night,Thanh Xuân,69,61,1086244,1.236363636,0,11,0,0.1594202899
Night,Thanh Oai,1,0,,,0,0,0,0
Night,Cầu Giấy,100,94,2460659,1.269230769,3,5,0,0.08
Night,Tây Hồ,43,30,726366,1.2,0,5,0,0.1162790698
Night,Hoài Đức,3,0,,,0,0,0,0
Night,Hai Bà Trưng,70,68,1963102,1.318181818,0,13,0,0.1857142857
Night,Thường Tín,1,0,,,0,0,0,0
Night,Hai Bà Trưng,35,33,733678,1.5,0,6,0,0.1714285714
Night,Cầu Giấy,77,73,1174705,1.3,0,9,0,0.1168831169
Night,Hà Đông,30,17,219137,1.3,0,4,0,0.1333333333
Night,Thanh Xuân,37,32,733237,1.34,0,0,0,0
Night,Ba Đình,72,69,1409976,1.486666667,0,9,0,0.125
Night,Thạch Thất,1,0,,,0,0,0,0
Night,Sóc Sơn,12,0,,,0,0,0,0
Night,Phúc Thọ,1,1,,,0,0,0,0
Night,Tây Hồ,48,23,200517,1.2,0,4,0,0.08333333333
Night,Từ Liêm,86,74,1068588,1.35,0,9,0,0.1046511628
Night,Hoài Đức,9,1,,,0,0,0,0
Night,Đống Đa,95,90,1508560,1.45,0,17,1,0.1894736842
Night,Thanh Trì,7,7,136022,,0,0,0,0
Night,Hoàng Mai,77,53,620933,1.3,3,5,0,0.1038961039
Night,Long Biên,24,6,65163,,0,1,0,0.04166666667
Night,Hoàn Kiếm,119,114,1589746,1.417241379,0,8,0,0.06722689076
Night,Hà Đông,27,21,488560,,0,2,0,0.07407407407
Night,Long Biên,13,3,40286,,0,1,0,0.07692307692
Night,Thanh Xuân,27,25,345954,1.3,0,3,0,0.1111111111
Night,Hoàn Kiếm,77,73,863448,1.34,0,14,0,0.1818181818
Night,Sóc Sơn,8,0,,,0,0,0,0
Night,Hoàng Mai,49,39,734693,,0,3,0,0.0612244898
Night,Thanh Trì,10,4,29980,,0,1,0,0.1
Night,Gia Lâm,4,2,74902,,0,0,0,0
Night,Cầu Giấy,47,44,719650,1.283333333,0,4,0,0.08510638298
Night,Đông Anh,6,0,,,0,0,0,0
Night,Từ Liêm,81,68,1351199,1.2,0,12,0,0.1481481481
Night,Ba Đình,30,28,593786,1.3,0,4,0,0.1333333333
Night,Hoài Đức,9,1,,,0,1,0,0.1111111111
Night,Đống Đa,47,39,815707,1.366666667,0,6,0,0.1276595745
Night,Tây Hồ,30,4,84297,,0,0,0,0
Night,Thường Tín,1,0,,,0,0,0,0
Night,Hai Bà Trưng,14,13,199088,1.4,0,4,0,0.2857142857
Night,Quốc Oai,1,0,,,0,0,0,0
Night,Thanh Trì,12,7,135010,,0,0,0,0
Night,Hoài Đức,15,0,,,0,0,0,0
Night,Hoàng Mai,85,64,1660786,1.2,0,3,0,0.03529411765
Night,Thanh Oai,1,0,,,0,0,0,0
Night,Hà Đông,34,17,333087,,0,1,0,0.02941176471
Night,Từ Liêm,129,90,2288088,1.371428571,1,11,0,0.09302325581
Night,Tây Hồ,31,10,223865,1.3,0,2,0,0.06451612903
Night,Hoàn Kiếm,30,30,784813,1.333333333,0,2,0,0.06666666667
Night,Long Biên,22,4,46499,,0,0,0,0
Night,Đống Đa,49,42,730575,1.3,0,8,0,0.1632653061
Night,Gia Lâm,5,2,,,0,1,0,0.2
Night,Đan Phượng,4,0,,,0,0,0,0
Night,Hai Bà Trưng,45,38,882030,1.26,0,2,0,0.04444444444
Night,Sóc Sơn,1,1,128308,,0,0,0,0
Night,Ba Đình,46,39,505088,1.333333333,0,5,0,0.1086956522
Night,Thanh Xuân,35,34,829688,1.35,0,6,0,0.1714285714
Night,Cầu Giấy,69,66,1473081,1.314285714,0,9,0,0.1304347826
Night,Tây Hồ,65,27,884860,1.28,0,4,0,0.06153846154
Night,Chương Mỹ,8,0,,,0,0,0,0
Night,Thạch Thất,1,0,,,0,0,0,0
Night,Cầu Giấy,151,143,3924053,1.343181818,0,9,0,0.05960264901
Night,Quốc Oai,4,0,,,0,0,0,0
Night,Thanh Trì,82,57,1419859,1.466666667,0,5,0,0.06097560976
Night,Sóc Sơn,1,0,,,0,0,0,0
Night,Ba Đình,80,76,1968774,1.411764706,0,6,0,0.075
Night,Hà Đông,100,69,2365545,1.4,0,5,0,0.05
Night,Thường Tín,5,0,,,0,0,0,0
Night,Long Biên,23,10,376879,,1,1,0,0.08695652174
Night,Đông Anh,10,2,207005,,0,1,0,0.1
Night,Hoài Đức,23,5,260407,,0,0,0,0
Night,Hoàn Kiếm,76,57,1455340,1.421052632,0,12,0,0.1578947368
Night,Mê Linh,6,0,,,0,0,0,0
Night,Từ Liêm,365,333,9533004,1.334939759,2,41,0,0.1178082192
Night,Gia Lâm,10,4,213660,,0,0,0,0
Night,Đống Đa,145,126,3375662,1.496078431,0,20,0,0.1379310345
Night,Hoàng Mai,203,176,5063168,1.31,0,15,1,0.07881773399
Night,Thanh Oai,8,1,,,0,0,0,0
Night,Thanh Xuân,113,97,3369207,1.461111111,0,14,0,0.1238938053
Night,Hai Bà Trưng,102,91,4472428,1.503636364,0,7,0,0.06862745098
Night,Hai Bà Trưng,286,272,5525370,1.405555556,0,71,1,0.2517482517
Night,Hoài Đức,40,14,191693,,0,3,0,0.075
Night,Long Biên,63,31,413022,,1,6,0,0.1111111111
Night,Mỹ Đức,4,0,,,0,0,0,0
Night,Thanh Xuân,249,229,5164639,1.223076923,1,42,1,0.1767068273
Night,Thanh Trì,114,95,2551940,1.271428571,3,14,0,0.149122807
Night,Chương Mỹ,1,0,,,0,0,0,0
Night,Hà Đông,146,131,2662290,1.13,0,31,0,0.2123287671
Night,Thanh Oai,4,0,,,0,0,0,0
Night,Từ Liêm,499,432,9310160,1.263636364,2,73,0,0.1503006012
Night,Tây Hồ,150,113,2700477,1.235294118,0,20,0,0.1333333333
Night,Ba Đình,280,270,5736324,1.348387097,2,51,2,0.1964285714
Night,Gia Lâm,15,5,135846,,1,1,0,0.1333333333
Night,Sóc Sơn,17,3,22485,,0,2,0,0.1176470588
Night,Đông Anh,7,2,,,0,0,0,0
Night,Hoàn Kiếm,646,590,9079992,1.852066116,9,240,1,0.386996904
Night,Đống Đa,400,379,8998440,1.370535714,5,56,0,0.1525
Night,Hoàng Mai,262,232,4282361,1.256410256,8,53,0,0.2328244275
Night,Sơn Tây,1,0,,,0,0,0,0
Night,Cầu Giấy,368,354,7464344,1.244,2,53,0,0.1494565217
Afternoon Peak,Phú Nhuận,969,903,14917721,1.345652174,25,119,1,0.1496388029
Afternoon Peak,Bình Thạnh,3911,3431,58930937,1.331956798,87,369,6,0.1181283559
Afternoon Peak,Quận 9,877,573,13941243,1.225510204,4,57,0,0.06955530217
Afternoon Peak,Tân Bình,1933,1739,32200995,1.272461752,54,220,1,0.1422659079
Afternoon Peak,Quận 3,1830,1718,25322671,1.314439946,37,251,1,0.1579234973
Afternoon Peak,Tan Phu,1171,1037,19029580,1.225958702,15,139,0,0.1315115286
Afternoon Peak,Củ Chi,35,7,121800,,0,0,0,0
Afternoon Peak,Quận 12,917,618,12928644,1.187179487,5,57,0,0.06761177754
Afternoon Peak,Quận 5,1411,1352,24575713,1.31377551,12,167,0,0.1268603827
Afternoon Peak,Gò Vấp,2013,1550,27444418,1.252895753,35,194,0,0.1137605564
Afternoon Peak,Quận 10,2314,2185,34515105,1.375530839,26,339,4,0.1594641314
Afternoon Peak,Bình Chánh,509,322,6852259,1.186206897,0,21,2,0.04518664047
Afternoon Peak,Thủ Đức,1045,748,16475193,1.180952381,2,76,0,0.07464114833
Afternoon Peak,Binh Tan,758,626,15141510,1.181944444,4,61,0,0.08575197889
Afternoon Peak,Quận 4,694,657,11445887,1.232246377,25,76,0,0.1455331412
Afternoon Peak,Quận 7,1685,1494,32096559,1.284146341,8,155,2,0.09792284866
Afternoon Peak,Hóc Môn,155,75,1657898,1.175,0,6,0,0.03870967742
Afternoon Peak,Quận 6,370,341,6426410,1.195454545,3,43,0,0.1243243243
Afternoon Peak,Quận 2,900,797,18306273,1.219565217,3,76,1,0.08888888889
Afternoon Peak,Nhà Bè,350,234,5670734,1.157894737,1,14,0,0.04285714286
Afternoon Peak,Quận 11,448,412,6850049,1.251333333,4,40,0,0.09821428571
Afternoon Peak,Quận 1,3012,2818,50732312,1.354077884,55,325,9,0.1291500664
Afternoon Peak,Quận 8,732,652,13947809,1.215789474,0,53,3,0.07650273224
Afternoon Peak,Hóc Môn,145,79,2349546,1.16,0,7,0,0.04827586207
Afternoon Peak,Quận 3,1678,1588,27926229,1.325298013,22,178,3,0.120977354
Afternoon Peak,Quận 1,3028,2883,56872446,1.37550578,30,197,6,0.07694848085
Afternoon Peak,Thủ Đức,797,648,15101757,1.178378378,2,63,0,0.08155583438
Afternoon Peak,Gò Vấp,1301,1175,25787064,1.228333333,35,106,0,0.1083781706
Afternoon Peak,Quận 5,1114,1052,21666860,1.29020979,9,95,1,0.09425493716
Afternoon Peak,Tân Bình,1720,1581,32493858,1.29159292,39,188,2,0.1331395349
Afternoon Peak,Quận 8,760,669,14531255,1.22,1,64,0,0.08552631579
Afternoon Peak,Quận 10,1864,1770,32115638,1.343678161,39,232,4,0.1475321888
Afternoon Peak,Quận 12,594,437,11189903,1.159090909,5,32,0,0.06228956229
Afternoon Peak,Củ Chi,9,2,56067,,0,0,0,0
Afternoon Peak,Quận 4,738,698,13199382,1.280691643,27,65,1,0.1260162602
Afternoon Peak,Quận 9,539,415,11541295,1.181818182,3,33,0,0.0667903525
Afternoon Peak,Quận 7,1524,1362,29341792,1.246238938,15,142,3,0.1049868766
Afternoon Peak,Phú Nhuận,957,902,17499418,1.308760684,23,92,2,0.1222570533
Afternoon Peak,Tan Phu,946,875,16563538,1.220357143,4,109,0,0.1194503171
Afternoon Peak,Quận 2,818,699,15402033,1.218518519,1,84,1,0.1051344743
Afternoon Peak,Bình Chánh,407,246,5494305,1.206451613,1,24,0,0.06142506143
Afternoon Peak,Bình Thạnh,2561,2379,46342282,1.308008008,21,286,3,0.1210464662
Afternoon Peak,Nhà Bè,252,178,4496115,1.21875,1,13,0,0.05555555556
Afternoon Peak,Quận 6,360,340,6182468,1.167857143,1,35,0,0.1
Afternoon Peak,Quận 11,394,380,6649439,1.268965517,3,51,0,0.1370558376
Afternoon Peak,Binh Tan,656,531,13332287,1.205084746,3,39,1,0.06554878049
Day Off Peak,Quận 5,1280,1218,27493081,1.162939297,11,102,0,0.08828125
Day Off Peak,Củ Chi,12,1,105963,,0,0,0,0
Day Off Peak,Quận 7,2024,1798,39767778,1.248379352,5,203,2,0.1037549407
Day Off Peak,Tan Phu,1089,979,19855477,1.197820163,14,118,0,0.1212121212
Day Off Peak,Quận 2,1248,1020,27388294,1.233018868,5,83,2,0.07211538462
Day Off Peak,Binh Tan,625,516,13226542,1.178481013,5,40,2,0.0752
Day Off Peak,Quận 12,614,468,10890987,1.169230769,3,48,0,0.08306188925
Day Off Peak,Nhà Bè,466,338,6798208,1.222222222,1,34,1,0.07725321888
Day Off Peak,Hóc Môn,179,106,2472945,,1,15,0,0.08938547486
Day Off Peak,Quận 3,1727,1651,27683991,1.179245283,2,109,0,0.06427330631
Day Off Peak,Quận 4,903,847,15847184,1.156744186,4,66,1,0.07862679956
Day Off Peak,Bình Chánh,378,251,6089285,1.216666667,1,19,0,0.05291005291
Day Off Peak,Quận 1,2510,2401,43621562,1.1825,3,168,1,0.06852589641
Day Off Peak,Quận 11,432,414,8536027,1.216447368,0,43,1,0.1018518519
Day Off Peak,Thủ Đức,909,707,18325866,1.173451327,14,68,0,0.0902090209
Day Off Peak,Bình Thạnh,3596,3374,67266110,1.257777778,39,308,4,0.09760845384
Day Off Peak,Quận 9,756,533,15424773,1.2,1,35,1,0.04894179894
Day Off Peak,Tân Bình,1864,1740,37031706,1.202624672,26,162,2,0.1019313305
Day Off Peak,Quận 10,1966,1894,31907802,1.176759062,7,194,3,0.1037639878
Day Off Peak,Gò Vấp,1551,1358,29229597,1.226810478,21,108,0,0.083172147
Day Off Peak,Quận 6,358,344,8193322,1.192307692,5,27,0,0.08938547486
Day Off Peak,Phú Nhuận,973,925,19370678,1.189876033,6,66,0,0.0739979445
Day Off Peak,Quận 8,826,670,14740459,1.187628866,3,46,0,0.0593220339
Day Off Peak,Quận 10,1561,1501,23668176,1.239375,4,172,1,0.1133888533
Day Off Peak,Bình Chánh,351,217,4915071,1.185714286,3,13,0,0.04558404558
Day Off Peak,Quận 8,530,470,9882840,1.176785714,3,40,1,0.08301886792
Day Off Peak,Quận 9,566,422,11753889,1.214814815,2,28,0,0.05300353357
Day Off Peak,Củ Chi,6,1,22311,,0,0,0,0
Day Off Peak,Quận 11,300,284,5177896,1.168085106,0,20,1,0.07
Day Off Peak,Quận 2,814,732,16630557,1.191262136,0,62,2,0.07862407862
Day Off Peak,Bình Thạnh,2049,1954,37800048,1.17235023,7,157,2,0.08101512933
